id;tipo_cuenta_ca_pesos;tipo_cuenta_ca_dolar;tipo_cuenta_cc_pesos;sexocodi;estcivil;edad;plataforma_emp_um;usa_plataforma_u3m;ingr_prom_u6m;capita;grupo_cliente;subgrupo;relacion;fum;segmento_sueldos;segmento_bancas;es_capita;tiene_i_cbesa;tiene_i_cs;tiene_i_pr_hip;tiene_i_pr_pers;tiene_i_prep;tiene_i_se_patr;tiene_i_visa;tiene_i_tj_soc;tiene_e_ac_cc;tiene_e_fact;saldo_computo_sist_fci;tiene_e_liq_com;tiene_i_seg_vida;tiene_e_tc_agro;tiene_e_tc_corpo;tiene_e_tc_flota;saldo_computo_sist_2;saldo_computo_sist_ca_p;saldo_computo_cj;cross_empr;cross_ind;saldo_computo_sist_cc_p;saldo_computo_sist_cc_mb;transferencia_recibida;extraccion;cobro;transferencia_enviada;operatoria;pago;acreditacion;deposito;rescate;suscripcion;levantamiento;credito_acreditacion_haberes;credito_pago_bonificacion_por_promocion;credito_pago_programa_social;debito_transferencia_enviada_homebanking;credito_transferencia_recibida_simple;credito_transferencia_recibida_homebanking;debito_transferencia_enviada_atm_no_propio;credito_pago_cheque_pago_diferido;debito_operatoria_int._sldo_deudor;credito_transferencia_recibida_modo;debito_cobro_deuda_bancor;credito_rescate_titulos_fci;debito_cobro_locacion_caja_de_seguridad;credito_transferencia_recibida_ach;debito_extraccion_back_office_por_cierre_de_cuenta;debito_cobro_plazo_fijo;credito_pago_prestamo;debito_cobro_transporte;credito_pago_plazo_fijo;debito_transferencia_enviada_otras;credito_transferencia_recibida_atm;credito_deposito_atm_propio;debito_operatoria_resumen;credito_transferencia_recibida_debin;credito_pago_honorarios;credito_pago_fondo_compensador;credito_deposito_atm_no_propio;credito_operatoria_impuesto;debito_transferencia_enviada_ach;debito_transferencia_enviada_debin;debito_cobro_compras_en_el_exterior;credito_transferencia_recibida_credin;debito_pago_atm_no_propio;debito_transferencia_enviada_modo;credito_pago_titulos_fci;debito_transferencia_enviada_cuenta_vinculada;credito_operatoria_intereses;credito_deposito_intersucursal;credito_pago_liquidacion_caja_jubilaciones;credito_levantamiento__embargo;debito_operatoria_impuesto;debito_cobro_otros_servicios;credito_operatoria_ajuste;debito_operatoria_intereses;debito_operatoria_adelanto_de_haberes;credito_pago_seguro_desempleo;debito_cobro_tarjeta_credito;credito_transferencia_recibida_proveedor;credito_pago_liquidacion_comercio;credito_operatoria_cancelacion_adel_hab;debito_cobro_agencia_loteria;debito_cobro_compras;debito_cobro_prestamo;debito_extraccion_atm_propio;credito_deposito_cheque;debito_extraccion_efectivo;debito_transferencia_enviada_simple;debito_operatoria_custodia;debito_cobro_seguros;debito_transferencia_enviada_ipj;debito_extraccion_atm_no_propio;debito_operatoria_ajuste;debito_operatoria_mantenimiento;debito_suscripcion_titulos_fci;debito_operatoria_comision;credito_deposito_en_efectivo;credito_acreditacion_plan_social;debito_cobro_titulos_fci;debito_cobro_liquidacion_a_comercio;debito_cobro_cheque;credito_transferencia_recibida_mep;debito_operatoria_gastos;debito_cobro_embargo;
592;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;M;Divorciado/a;49;0;SI;1175484;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;72111.2;0,00;0,00;5,00;0,00;0,00;13,00;17,00;5,00;45,00;18,00;1,00;1,00;;;;;1298630.39;;;375000,00;;375000,00;;;9894.2;;;;;358316.68;;;;;;;;;;;;;;;11191,00;627000,00;;;35255,00;;;;1.72;;;;3189.31;4075.1;;;430750,00;;718607.03;;;430750,00;;;161869.93;30000,00;;;;;;;230000,00;;;;;;;;;;;;;
593;Caja Ahorro Comun;;;M;Soltero/a;49;0;SI;5000;NO;I8;Publico General;TIT;20241129;OTROS;OTROS;0;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1547.03;0,00;0,00;2,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
594;Acreditacion Admin Publica / Otra;;;M;Soltero/a;49;0;SI;1197812;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;406908.28;0,00;0,00;4,00;0,00;0,00;6,00;6,00;22,00;32,00;3,00;;1,00;;;;;1305906.69;;;935450,00;;67600,00;;;;;;;;1419116.04;;;;;;;;;;;;;;;;1790500,00;;30000,00;;;;;142.22;;;;2520,00;;;;;;64421.38;;;;;143384.76;57147.49;136000,00;;;;;;;;;12000,00;;;;;;;;;;;
595;;;;M;Soltero/a;49;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
596;;;;M;Soltero/a;55;0;NO;5000;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
597;Caja Ahorro Comun;;;M;Soltero/a;49;0;SI;760;NO;I8;Publico General;TIT;20241108;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1246.76;0,00;0,00;1,00;0,00;0,00;1,00;2,00;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5000,00;;;;;0.36;;;;;;;;;;;;;;;;;18000,00;;;;;;;;;;;;;;;;;;;;
598;Caja Ahorro Jubilado Provincia;;Adelanto de Haberes;M;Soltero/a;49;0;SI;517230;PROPIA;I4;Sueldo;TIT;20241129;JUBILADOS PROVINCIA;JUBILADOS PROVINCIA;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;123578.15;0,00;1,00;5,00;0,00;0,00;2,00;;;5,00;7,00;;1,00;;;;;573259.01;;;792937.77;;214670,00;;;10084.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.03;;;;4637.74;;;;214670,00;;;;;214670,00;;;;;;;;;;;;;12000,00;;;;;;;;;;;
599;Caja Ahorro Jubilado Provincia;;;M;Soltero/a;49;0;SI;809643;PROPIA;I4;Sueldo;TIT;20241130;JUBILADOS PROVINCIA;JUBILADOS PROVINCIA;1;1,00;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;3256666.67;447595.32;0,00;2,00;7,00;0,00;0,00;14,00;17,00;27,00;16,00;3,00;2,00;2,00;;;;;1775090.42;;;2082507.73;;110000,00;;;;;;;;630718.24;;3000000,00;;;4217945.2;;;;;;;;;;37927.9;81800,00;;70000,00;;;;;25.95;;;;2520,00;154400.01;;;;;242672.78;;;;;351685.09;53765.29;632000,00;;;;;;;;;12000,00;;;;;;;;;;;
600;Acreditacion Admin Publica / Otra;;;M;Soltero/a;49;0;SI;1160644;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;0,00;3940250,00;0,00;0,00;0,00;0,00;0,00;0,00;212760.9;0,00;1,00;5,00;0,00;0,00;6,00;2,00;45,00;9,00;11,00;;1,00;;2,00;2,00;;1321263.14;;;362385,00;;113000,00;;;2303.12;;;955247.68;;;;;;;;;;;;;;;;;;18000,00;4503.39;80000,00;;;;;16.09;;;;5667.49;;;;;;228903.7;;;;;372898.17;;30000,00;;;;;;;;;12000,00;1250000,00;;;;;;;;;;
601;Plan Primer paso;;;M;Soltero/a;20;0;SI;5000;NO;I8;Publico General;TIT;20241031;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7421.87;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
602;;;;M;Soltero/a;20;0;SI;5000;NO;I8;Publico General;TIT;20240812;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
603;;;;M;Soltero/a;22;0;NO;5000;NO;I6;Con producto  Social;TIT;20231110;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;49.28;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
604;Plan Primer paso;;;M;Soltero/a;21;0;SI;5000;NO;I8;Publico General;TIT;20241112;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.03;0,00;0,00;1,00;0,00;0,00;2,00;3,00;;;;;;;;;;;;;;;60000,00;;;;;;;;;;;;;;;;;;;;;;;;;;60000,00;;;;;;;;;;;;;;;;;;;;;;120000,00;;;;;;;;;;;;;;;;;;;;
605;Plan Progresar;;;F;Soltero/a;21;0;NO;5000;NO;I6;Con producto  Social;TIT;20241119;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;4711.97;0,00;0,00;1,00;0,00;0,00;;2,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.39;;;;;;;;;;;;;;;;;35000,00;;;;;;;;;;;;;35000,00;;;;;;;
606;SUAF Anses;;;M;Soltero/a;21;0;SI;5000;NO;I6;Con producto  Social;TIT;20241108;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;986.38;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;;;;;;;;;;;;;;;;;5000,00;;;;;;;;;;;;;5141.7;;;;;;;
607;Acreditacion Admin Publica / Otra;;Adelanto de Haberes;M;Soltero/a;21;0;SI;479866;PROPIA;I4;Sueldo;TIT;20241130;SUELDO ADM PUBL M4;SUELDO ADM PUBL M4;1;1,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9844.49;0,00;0,00;4,00;0,00;0,00;3,00;;1,00;8,00;7,00;;1,00;;;;;541961.22;;;742400,00;;149600,00;;;51,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.36;;;;766.71;;;;74800,00;;;;;74800,00;;;115200.29;;;;;;;;;;;;3600,00;;;;;;;;;
608;Plan Progresar;;;M;Soltero/a;21;0;NO;5000;NO;I6;Con producto  Social;TIT;20240219;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;84.11;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
609;Caja Ahorro Comun;;;M;Soltero/a;21;0;NO;5000;NO;I6;Con producto  Social;TIT;20240719;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1001.27;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
610;Plan Progresar;;;M;Soltero/a;21;0;NO;0;NO;I6;Con producto  Social;TIT;20241119;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1773.01;0,00;0,00;1,00;0,00;0,00;;;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4432.5;;;;;;;
611;Caja Ahorro Comun;;;M;Soltero/a;21;0;SI;5000;NO;I6;Con producto  Social;TIT;20241112;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;101.64;0,00;0,00;1,00;0,00;0,00;2,00;;2,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18000,00;;;;;0.01;;;;;;;;;;;;;;;18000,00;;;;;;;;;;;;;;;;;;;;;;
612;Caja Ahorro Comun;;;M;Soltero/a;21;0;NO;5000;NO;I8;Publico General;TIT;20230216;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;254.35;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;Caja Ahorro Comun;;;M;Soltero/a;21;0;SI;5000;NO;I8;Publico General;TIT;20241028;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;9.72;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;Cuenta Sueldo;;;M;Soltero/a;21;0;SI;923418;PROPIA;I4;Sueldo;TIT;20241130;SUELDO PRIVADOS;SUELDO PRIVADOS;1;1,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;25272.74;0,00;0,00;3,00;0,00;0,00;8,00;10,00;2,00;7,00;1,00;;3,00;;;;;923069.09;;;900061.36;;236649,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.62;;;;;;;;;;103141.14;;;;;;;230000,00;;;;;;;40000,00;;;;;;;;;;;;;
615;Cuota Alimento;;;M;Soltero/a;21;0;NO;349999;NO;I8;Publico General;TIT;20241119;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;506711.41;0,00;0,00;1,00;0,00;0,00;1,00;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270000,00;;;;;33.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;Caja Ahorro Comun;;;M;Soltero/a;21;0;SI;436823;PROPIA;I4;Sueldo;TIT;20241129;SUELDO ADM PUBL RESTO;SUELDO ADM PUBL RESTO;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;27916.69;0,00;1,00;1,00;0,00;0,00;1,00;;;11,00;1,00;;1,00;;;;;436823.08;;;20000,00;;;;;;;;;;;;;;;;;;;;;;;;;;413000,00;;2500,00;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
617;Cuota Alimento;;;M;Soltero/a;21;0;NO;5000;NO;I8;Publico General;TIT;20241125;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;21195.81;0,00;0,00;1,00;0,00;0,00;4,00;;;;1,00;;;;;;;;;;;;22500,00;;;;;;;;;;;;;;;;;;;;;;;;;;3000,00;;;;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;;;;M;Soltero/a;21;0;NO;5000;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;Cuenta Sueldo;;;M;Soltero/a;21;0;SI;5000;NO;I8;Publico General;TIT;20240410;SUELDO PRIVADOS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5405.49;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
620;;;;M;Soltero/a;21;0;NO;5000;NO;I8;Publico General;TIT;20240116;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7.37;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;;;;M;Soltero/a;21;0;NO;5000;NO;I6;Con producto  Social;TIT;20221215;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.52;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
622;;;;M;Soltero/a;21;0;NO;8000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;SUAF Anses;;;M;Soltero/a;21;0;NO;130433;NO;I6;Con producto  Social;TIT;20240918;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;82956,00;0,00;0,00;1,00;0,00;0,00;;;;;2,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;Caja Ahorro Comun;;;M;Soltero/a;21;0;SI;5000;NO;I8;Publico General;TIT;20230609;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;102.15;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
625;;;;M;Soltero/a;21;0;NO;349999;NO;I8;Publico General;TIT;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
626;Caja Ahorro Comun;;;M;Soltero/a;20;0;SI;5000;NO;I6;Con producto  Social;TIT;20241125;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13990.9;0,00;0,00;1,00;0,00;0,00;4,00;;;2,00;4,00;1,00;;;;;;;2000,00;;37200,00;;5100,00;;;;;;;;;;;;;;;;;;;;;;;;35000,00;;12000,00;;;;;3.64;;;;37.8;;;;;;;;;;;;;;;;;;;;;;;;180,00;;;;;;;;;
627;;;;M;Soltero/a;17;0;NO;5000;NO;I6;Con producto  Social;TIT;20240418;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0.86;0,00;0,00;1,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
628;Plan Progresar;;;F;Soltero/a;17;0;NO;5000;NO;I6;Con producto  Social;TIT;20241119;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;3733.69;0,00;0,00;1,00;0,00;0,00;;1,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28000,00;;;;;;;;;;;;;28000,00;;;;;;;
629;Plan Progresar;;;M;Soltero/a;17;0;SI;5000;NO;I6;Con producto  Social;TIT;20241115;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1018.94;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;28000,00;;;;;;;;;;;;;28000,00;;;;;;;
630;Plan Progresar;;;M;Soltero/a;20;0;NO;5000;NO;I6;Con producto  Social;TIT;20230830;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;143.94;0,00;0,00;1,00;0,00;0,00;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
631;Plan Progresar;;;M;Soltero/a;17;0;NO;349999;NO;I6;Con producto  Social;TIT;20241114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2771.93;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.38;;;;;;;;;;;;;;;;;28000,00;;;;;;;;;;;;;28000,00;;;;;;;
632;Cuenta de la Seguridad Social;;;M;Soltero/a;15;0;NO;237836;PROPIA;I4;Sueldo;TIT;20241125;JUBILADOS ANSES;JUBILADOS ANSES;1;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77801.8;0,00;0,00;1,00;0,00;0,00;2,00;4,00;23,00;5,00;3,00;;2,00;;;;;;;;17000,00;;189352.94;;;;;;;;;;;;;;;;;;;;;;;;36650,00;;;;;;;7.55;;;;;;;;;;;;;;;342889.3;;102000,00;;;;;;;;28000,00;;;;;269650.17;;;;;;;
633;;;;M;Soltero/a;17;0;NO;5000;NO;I8;Publico General;ADI;0;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
634;Plan Progresar;;;M;Soltero/a;18;0;NO;5000;NO;I6;Con producto  Social;TIT;20241114;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;86.16;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;;;;;;;;;;;;;;;28000,00;;;;;;;;;;;;;28000,00;;;;;;;
635;Plan Progresar;;;M;Soltero/a;17;0;NO;349999;NO;I6;Con producto  Social;TIT;20241115;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;5.02;0,00;0,00;1,00;0,00;0,00;;1,00;;;1,00;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;;;;;;;;;;;;;;;;;28000,00;;;;;;;;;;;;;28000,00;;;;;;;
636;Plan Progresar;;;M;Soltero/a;17;0;NO;0;NO;I6;Con producto  Social;TIT;20241111;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;37333.44;0,00;0,00;1,00;0,00;0,00;;;;;;;1,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56000,00;;;;;;;
637;;;;M;Soltero/a;17;0;NO;5000;NO;I8;Publico General;ADI;20240804;OTROS;OTROS;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
